Ancestry,Donor Category,Date,IUI Number,IUI ART Number,ICI Number,ICI ART Number
Asian,ID Graduate,2022-03-27,6.25,4.266666666666667,3.8666666666666667,2.1333333333333333
Asian,ID Graduate,2022-03-28,6.25,4.266666666666667,3.8666666666666667,2.1333333333333333
Asian,ID Graduate,2022-03-29,6.411764705882353,4.0625,4.125,2.625
Asian,ID Graduate,2022-03-30,6.411764705882353,4.0625,4.125,2.625
Asian,ID Graduate,2022-03-31,6.411764705882353,4.0625,4.125,2.625
Asian,Non-ID,2022-02-28,7.5625,2.0625,3.8125,0.625
Asian,Non-ID,2022-03-01,7.5625,2.0625,3.8125,0.625
Asian,Non-ID,2022-03-02,7.5625,2.0625,3.8125,0.625
Asian,Non-ID,2022-03-03,7.5625,2.0625,3.8125,0.625
Asian,Non-ID,2022-03-04,7.5625,2.0625,3.8125,0.625
Asian,Non-ID,2022-03-05,7.5625,2.0625,3.8125,0.625
